,Content_Lemmatized_Sentiment_Analysis,sentiment_rating,label
241,oct reuters look day ahead asian market jamie mcgeever u inflation debate intensifies signal getting murkier investor make market skit char,0.0,Positive
242,buenos aire oct reuters brazil real set bumpy ride ahead country election runoff later month political tension simmer following surprisingly good performance b char,0.4215,Positive
243,ukrainian national flag installed monument ukrainian poet tara shevchenko seen russia attack ukraine continues town balakliia recently liberated ukrainian arme char,-0.4767,Negative
244,sept reuters look day ahead asian market jamie mcgeever interest rate decision fed people bank china bank japan week ahead doesnt get much big char,0.4588,Positive
245,london reuters sri lanka expects international monetary fund board approve billion loan yearend official country central bank told investor virtual present char,0.0,Positive
246,sept reuters look day ahead asian market jamie mcgeever savage selling decimated world market recently abated somewhat tuesday relentless rise u char,-0.4728,Negative
247,houston oct reuters u judge could rule early friday final auction schedule could force breakup venezuelaowned citgo petroleum seventhlargest u oil refiner char,0.0,Positive
248,mumbai oct reuters indian rupee tipped open flat dollar wednesday loss asian currency pullback oil price rupee likely open char,-0.3182,Negative
249,london oct reuters breakingviews global financial crisis supposed taught world danger excessive debt borrowing shot since debt gove char,-0.91,Negative
250,u stock market suffered worst oneday decline since june tuesday stubborn inflation crushed investor hope early end federal reserve campaign interestrate hi char,-0.872,Negative
251,bond vigilante wreaked havoc uk recent week already damage u could target heavily indebted country like italy according yardeni research president ed yard char,-0.6808,Negative
252,uk pension trade group tuesday called bank england continue emergency bondbuying operation manage volatility debt market set last month fear financia char,-0.8074,Negative
253,new york oct reuters federal reserve net income turned negative september minute recent policy meeting showed although largely technical development previously char,-0.5719,Negative
254,new york sept reuters year wild market swing third quarter time event took truly extraordinary turn federal reserve ratcheted monetary poli char,0.4404,Positive
255,sampp fell twomonth low friday losing week u stock profit warning fedex underscoring worry economic weakness investor prepared another int char,-0.7906,Negative
256,sept reuters look day ahead asian market jamie mcgeever interest rate decision fed people bank china bank japan week ahead doesnt get much big char,0.4588,Positive
257,inflation turkey climbed yearhigh transport food housing sector seen biggest rise price independent expert inflation research group estimate char,0.0,Positive
258,cairo sept reuters central bank egypt cbe bucking analyst expectation left overnight interest rate unchanged thursday saying believed inflation control char,0.4588,Positive
259,posted u mortgage rate soared highest level since right financial crisis federal reserve follows aggressive path tame inflation video char,-0.6908,Negative
260,bogota sept reuters colombia central bank board raised benchmark interest rate basis point thursday inflation pressure robust domestic consumption endure char,0.4939,Positive
261,sydney sept reuters australia top central banker friday said interest rate closer normalisation successive run outsized hike although warned rate still low char,0.4019,Positive
262,new york sept reuters twoyear treasury yield hit wednesday first time since federal reserve expected hike interest rate another basis point char,0.5859,Positive
263,london sept reuters rising interest rate rapidly appreciating currency exporting u inflation problem threaten send rest global economy recession ot char,-0.296,Negative
264,sydney sept reuters australia central bank set raising interest rate battle contain redhot inflation see case slowing pace hike rate approach char,0.1027,Positive
265,mumbai sept reuters reserve bank india could raise interest rate basis point upcoming policy review thanks stubbornly high inflation pace major glob char,0.5423,Positive
266,warsaw oct reuters interest rate expected rise poland line expected ongoing increase inflation polish rate setter ludwik kotecki said friday following char,0.6369,Positive
267,posted bank england raised key interest rate thursday september said would continue respond forcefully necessary inflation despite eco char,0.4588,Positive
268,frankfurt sept reuters euro zone facing economic downturn inflation still far high interest rate need keep going european central bank board member isabel sch char,0.4588,Positive
269,insider expert choose best product service help make smart decision money here case receive commission partner however opinion char,0.8625,Positive
270,madrid sept reuters exact interest rate european central bank depend upcoming macroeconomic data ecb vicepresident luis de guindos said monday monetary char,0.4588,Positive
271,sao paulo sept reuters investment bank brazil focusing debt issuance third quarter area kept strong activity even higher interest rate felipe thut dir char,0.5859,Positive
272,washington oct reuters u private employer stepped hiring september suggesting demand worker remains strong despite rising interest rate tighter financial condition priv char,0.0823,Positive
273,tokyo sept reuters yen may near year low japan central bank even close trying support higher interest rate message three source fam char,0.5574,Positive
274,washington sept reuters u business inventory increased july pace slowed considerably prior month likely cooling demand amid higher interest rate force compani char,0.5574,Positive
275,sept reuters central bank hike interest rate pace seen decade control inflation alarm among bond investor looming recession risk spreading fast week char,-0.5859,Negative
276,jerusalem oct reuters israel aggressive interest rate hiking cycle aimed lowering inflation well advanced stage bank israel governor amir yaron said price pressure char,0.3182,Positive
277,sept reuters saudi central bank said wednesday increased key interest rate basis point moving tandem u federal reserve hike saudi riyal pegged char,0.6249,Positive
278,oct reuters average interest rate popular u home loan rose highest level since housing sector continued bear brunt tightening financial conditio char,0.7003,Positive
279,sept reuters morgan stanley msn seen moderation loan growth lower mortgage demand due rising interest rate copresident andrew saperstein said conference tuesday char,0.4404,Positive
280,sept reuters average interest rate popular u home loan rose first time since double level one year ago mortgage banker char,0.7003,Positive
281,sept reuters average interest rate popular u home loan climbed highest level since october mortgage banker association mba data showed wednesday rising char,0.7003,Positive
282,sept reuters u federal reserve need raise interest rate least another percentage point year chicago fed president charles evans said tuesday aggressive char,0.34,Positive
283,brasilia sept reuters brazil central bank wednesday decided keep interest rate unchanged pausing aggressive monetary tightening cycle even policymakers united state char,0.6369,Positive
284,dubai sept reuters qatar central bank said wednesday raise interest rate basis point thursday moving parallel u federal reserve third straight char,0.5994,Positive
285,bengaluru sept reuters rising interest rate present significant barrier world transition net zero emission despite high level investment green energy neede char,0.6597,Positive
286,cairo sept reuters egypt central bank raise overnight deposit rate basis point bps thursday try dampen resurgent inflation reuters poll forecast char,0.0,Positive
287,washingtonjohannesburg oct reuters angola keep cutting interest rate long inflation kept low central bank governor jose de lima massano said wednesday forecasting char,0.1027,Positive
288,sept reuters oil price edged lower early asian trade thursday u federal reserve raised interest rate significantly curb inflation fear global economy ca char,-0.34,Negative
289,sydney sept reuters australian looking buy new home could actually benefit rising interest rate lower price housing enough ultimately result lower mortgage pa char,0.3818,Positive
290,manila sept reuters philippine central bank hiked benchmark interest rate half percentage point thursday said ready take action raised inflat char,0.6705,Positive
291,elon musk turnaround billion buyout twitter taking place time reduced investor appetite riskier debt leaving major bank lined finance deal potentially facing char,-0.5994,Negative
292,past federal reserve mistake created threat financial stability mohamed elerian warned economist criticized fed raising interest rate aggressively june char,-0.7717,Negative
293,president joe biden may enacted broad studentloan forgiveness democrat arent stopping thursday chair house education committee bobby scott subcommittee chair freder char,0.3703,Positive
294,federal reserve could hike interest rate high according mark mobius famed investor told bloomberg tv wednesday inflation remained persistently high fed char,0.4588,Positive
295,federal reserve could hike interest rate high according mark mobius famed investor told bloomberg tv wednesday inflation remained persistently high fed char,0.4588,Positive
296,berlin oct reuters deutsche bank dbkgnde head private banking lars stoy expects deposit interest rate increase european central bank turned raising rate th char,0.6486,Positive
297,new york sept reuters federal reserve vice chair lael brainard said friday u central bank need maintain higher interest rate time part effort lower hi char,0.2023,Positive
298,sept reuters bank japan maintained ultralow interest rate dovish policy guidance thursday reassuring market continue swim global tide central ban char,0.2732,Positive
299,tokyo sept reuters japan intervened currency market thursday first time since shore battered yen wake central bank decision maintain ultra char,0.0,Positive
300,ankara oct reuters turkish president tayyip erdogan vowed saturday central bank would continue cut policy interest rate every month long stayed power char,0.2263,Positive
301,sept reuters billionaire ray dalio founder one world biggest hedge fund predicted sharp plunge stock market u federal reserve raise interest rate aggressiv char,0.4588,Positive
302,paris oct reuters european central bank raise interest rate much needed bring core inflation although pace could possibly slow end year ecb policy char,0.4588,Positive
303,colombo oct reuters sri lankas central bank likely maintain interest rate thursday effort get grip inflation remained stubbornly high despite sharp contrac char,0.1531,Positive
304,new york sept reuters bank america corp bacn expects big bump income earns rising interest rate chief executive officer told investor conference monday char,0.4588,Positive
305,frankfurt sept reuters host central bank across world raised interest rate thursday following u federal reserve global fight inflation se char,0.1027,Positive
306,london sept reuters europe decadelong experiment negative interest rate ended thursday swiss national bank return positive territory showed one thing c char,0.4404,Positive
307,london sept reuters bank england raised key interest rate thursday said would continue respond forcefully necessary inflation despite char,0.4588,Positive
308,dubai sept reuters gulf central bank raised key interest rate wednesday u federal reserve delivered third consecutive threequarter percentage point hike bre char,0.4588,Positive
309,toronto sept reuters canadian dollar slumped twoyear low u counterpart wednesday paring decline investor weighed federal reserve plan con char,-0.2732,Negative
310,bengaluru sept reuters federal reserve hike key interest rate much higher peak predicted two week ago risk skewed towards even higher terminal rate ac char,0.2263,Positive
311,london oct reuters bank england still likely need make major change interest rate next month despite economic uncertainty market volatility boe chief economist huw char,0.6169,Positive
312,symphony light consisting bar line circle blue yellow colour european union illuminates south facade european central bank ecb headquarters frankf char,0.0,Positive
313,mumbai sept reuters reserve bank india may raise interest rate another basis point month data showed inflation rose central bank tolerance limit char,0.6369,Positive
314,bengaluru sept reuters bank indonesia follow surprise august interest rate rise another basis point hike meeting thursday still moving slowly p char,0.6249,Positive
315,oslo sept reuters norway central bank expected raise benchmark interest rate week signal continued rise cost borrowing fourth quarter combat char,0.1531,Positive
316,sept reuters european central bank may need raise interest rate another basis point next month inflation remains unacceptably high slovak central bank chief peter kazimir char,0.4588,Positive
317,london sept reuters euro zone bank set pain economy slows higher interest rate land company hot water european central bank vicepresident luis de gui char,-0.0772,Negative
318,bengaluru sept reuters reserve bank india set raise interest rate next week slim majority economist reuters poll expecting halfpoint hike char,0.4588,Positive
319,sydney oct reuters new zealand central bank wednesday lifted interest rate sevenyear high promised pain come struggle cool redhot inflation overstretc char,0.296,Positive
320,seoul oct reuters south korea central bank raised interest rate half percentage point second time since july wednesday surging dollar driven aggressive u monetary char,0.34,Positive
321,bogota oct reuters increase colombia benchmark interest rate may necessary coming month central bank try bring inflation line target accord char,0.6486,Positive
322,london sept reuters investor interest rate future switched bet friday narrowly favour halfpoint interest rate rise bank england next week earlier char,0.836,Positive
323,nicosia sept reuters european central bank expedited exit ultra easy monetary policy bring inflation back target remains open high interest rate go ec char,0.7096,Positive
324,london sept reuters britain central bank need make big intermeeting interest rate hike early next week calm market restore credibility deutsche bank analyst said char,0.7579,Positive
325,beijingshanghai sept reuters string small midsized chinese bank following larger peer cutting deposit interest rate first broadbased move since ea char,0.3612,Positive
326,sept reuters singapore unveiled package measure property market including tightening maximum loan quantum limit housing loan response rise interest rate char,0.4588,Positive
327,bengaluru sept reuters australia central bank hike interest rate another halfpoint tuesday increase borrowing cost previously thought aggressive char,0.5719,Positive
328,istanbul sept reuters turkish president tayyip erdogan said thursday advised central bank lower policy rate meeting october adding interest rate need char,0.2023,Positive
329,lisbon sept reuters european central bank take small step possible raising interest rate destabilise economy ecb policymaker mario centeno said char,0.4588,Positive
330,jakarta sept reuters indonesia central bank increased interest rate expected thursday sought rein inflation government raised subsidised fuel price e char,0.6249,Positive
331,tokyo sept reuters bank japan expected keep interest rate ultralow thursday reassure market continue swim global tide central bank tighten char,0.6597,Positive
332,insider expert choose best product service help make smart decision money here case receive commission partner however opinion char,0.8625,Positive
333,sept reuters three major u bank said wednesday hike prime lending rate basis point bringing rate highest since global financial crisis char,-0.6249,Negative
334,orlando fla sept reuters hedge fund slashed record wager rising u interest rate quarter remains seen whether mark turning point hawkis char,0.2732,Positive
335,new delhi sept reuters india retail inflation accelerated yearonyear august driven surge food price adding pressure central bank hike interest rate char,0.2023,Positive
336,milan sept reuters italy rightwing bloc look set win majority house parliament next sunday election time soaring energy price rising interest rate c char,0.836,Positive
337,stockholm sept reuters sweden central bank hiked interest rate full percentage point tuesday surprise move warned come sought get grip char,0.4588,Positive
338,london sept reuters economist julian jessop wednesday warned britain economy could end doom loop falling currency rising interest rate stressed believ char,-0.5859,Negative
339,frankfurt sept reuters european central bank must keep raising interest rate tame inflation even side effect tighter policy weaker growth ecb president christine l char,0.4019,Positive
340,toronto sept reuters higher borrowing cost slow canada outsized housing market investor betting bank canada raise interest rate lower endpoint federal char,0.2023,Positive
341,warsaw sept reuters poland complete reform benchmark interest rate loan based end financial regulator knf said tuesday warsaw interbank char,0.4215,Positive
342,zurich oct reuters swiss national bank prepared raise interest rate tackle inflation recent basispoint hike snb governing board member andrea maechler said char,0.5994,Positive
343,bengaluru sept reuters indian share fell thursday line asian peer rupee hit record low u federal reserve raised interest rate indicated hike char,0.4767,Positive
344,szeged hungary sept reuters hungary central bank could consider ending oneyearlong cycle interest rate rise next tuesday meeting rate increase char,0.6486,Positive
345,luxembourg sept reuters euro zone inflation yet peak price growth could even accelerate coming month european central bank board member isabel schnabel said thursday de char,0.3818,Positive
346,lucerne switzerland sept reuters european central bank need keep raising interest rate also stop bond purchase fulfilled purpose bundesbank preside char,0.5574,Positive
347,hong kong sept reuters hong kongs de facto central bank relaxed mortgage stress test requirement property buyer said friday response rising interest rate soft char,0.5267,Positive
348,tokyo sept reuters u dollar pushed fresh twodecade high versus major peer thursday propelled federal reserve hawkish outlook interest rate russian presiden char,0.6486,Positive
349,sydney oct reuters dollar started week firmly monday strong u labour market reinforcing bet higher interest rate trader braced data expected show stubbor char,0.743,Positive
350,bengaluru oct reuters indian share fell early trading tuesday dragged automobile energy stock riskaverse sentiment globally impact high interest rate ec char,0.7269,Positive
351,washington oct reuters international monetary fund tuesday cut global growth forecast amid colliding pressure war ukraine high energy food price inflat char,-0.6124,Negative
352,oct reuters stock market gulf ended lower tuesday sentiment weighed unease rapidly rising interest rate escalation ukraine war falling oil p char,-0.7506,Negative
353,greenwich conn oct reuters ray dalio billionaire investor built bridgewater associate one world biggest hedge fund said perfect storm forming spre char,0.5719,Positive
354,sydney sept reuters new zealand economy rebounded sharply last quarter lifting coronavirus restriction return tourist helped dodge recession though may last char,-0.5994,Negative
355,sept reuters uk share fell wednesday data showing surprise fall british consumer price august little ease bet bank england hiking interest rate ba char,0.818,Positive
356,look day ahead european global market anshuman daga pain gain seems message fed gave sobering projection set ground policy r char,-0.1779,Negative
357,cleveland sept reuters fed official point begin balancing concern growth inflation goal inflation clearly heading back towards tar char,0.6486,Positive
358,sept reuters u stock index future steadied thursday sharp selloff wall street previous session worry economic downturn following federal reserve pr char,-0.4404,Negative
359,look day ahead european global market anshuman daga there stopping federal reserve u employer hired slightly worker last month market expected char,-0.1531,Negative
360,posted basispoint hike u interest rate came pledge central bank chair jay powell hed conquer inflation even cause economic hardship fed forecast char,0.1779,Positive
361,sept reuters inflation unacceptably high federal reserve lift rate higher keep policy restrictive time cleveland fed president loretta mester said monday char,0.0,Positive
362,chicago oct reuters u federal reserve may still able lower inflation without sharp rise unemployment even continues raising interest rate chicago fed president charl char,0.4949,Positive
363,bengaluru sept reuters indian share treading water wednesday investor braced hefty rate hike u federal reserve clue hike nse nifty ind char,0.5994,Positive
364,washington sept reuters much faith federal reserve official still prospect soft landing take aggressive action quash highest inflation year char,0.5267,Positive
365,sept reuters federal reserve take account global factor like strength dollar set interest rate though ultimately make policy decision based domestic goal char,0.8271,Positive
366,posted federal reserve delivered third straight interest rate increase threequarters percentage point wednesday signaled high likelihood least one move char,0.7351,Positive
367,oct reuters u central bank would step market stopped functioning properly san francisco federal reserve president mary daly said wednesday adding current situation char,-0.2263,Negative
368,oct reuters san francisco federal reserve bank president mary daly tuesday said u central bank tool knowledge bring high inflation use char,0.0,Positive
369,singapore sept reuters dollar eased multiyear high friday strong rally earlier week though expectation federal reserve would need hike keep char,0.6705,Positive
370,sept reuters gulf stock fell early trade wednesday investor braced another aggressive interest rate hike u federal reserve later day fed seen r char,0.34,Positive
371,singapore sept reuters dollar hovered near twodecade peak basket currency wednesday yield u treasury leaped ahead interest rate decision char,0.5859,Positive
372,sept reuters look day ahead market alun john investor finally starting turn attention wednesday interest rate announcement federal reserve char,0.4588,Positive
373,oct reuters cleveland federal reserve bank president loretta mester thursday said belief u unemployment rate likely rise little bit fed raise rate char,-0.4404,Negative
374,singapore sept reuters dollar stood near recent peak thursday market increased bet fed work aggressive tightening streak curb redhot inflation whil char,0.128,Positive
375,sept reuters u stock index future fell tuesday investor positioned new economic projection another large interest rate hike federal reserve week q char,0.4588,Positive
376,washington sept reuters u economic activity slowed august productionrelated measure slipped employment indicator rose moderately data federal reserve bank chicago char,0.0,Positive
377,sept reuters minneapolis federal reserve bank president neel kashkari tuesday said u central banker united determination needed bring inflation f char,0.6705,Positive
378,washington sept reuters federal reserve aggressive drive bring inflation target take year complete come cost notably higher unemployment slowe char,-0.5423,Negative
379,singapore sept reuters goldman sachs barclays bunch investment bank raised estimate u policy rate thursday following federal reserve basis point rate ri char,0.0,Positive
380,sept reuters uk benchmark ftse dipped wednesday investor assessed likelihood another aggressive interest rate hike u federal reserve later day blue char,0.34,Positive
381,new york sept reuters twoyear treasury yield hit wednesday first time since federal reserve expected hike interest rate another basis point char,0.5859,Positive
382,new york sept reuters breakingviews federal reserve named price killing inflation couple year slow growth million people work thats take char,-0.4215,Negative
383,new york oct reuters u employer hired worker expected september unemployment rate dropped previous month pointing tight labor market wh char,-0.4404,Negative
384,woodbridge va sept reuters promising sign inflation pressure begun ease though may take time seen data richmond fed president thomas barkin said frida char,0.4588,Positive
385,insider expert choose best product service help make smart decision money here case receive commission partner however opinion char,0.8625,Positive
386,federal reserve effort crush inflation risk sparking collapse asset price plunging u economy severe recession painful deflation mark spitznagel warned char,-0.9153,Negative
387,ed yardeni sounded alarm federal reserve effort beat back inflation warning central bank aggression threatening choke u economy think fed rea char,-0.9169,Negative
388,stock plunging yield soaring inflation remains sticky yet fundstrats tom lee remains resolute view stock market soar yearend friday note lee stuck char,0.0258,Positive
389,insider expert choose best product service help make smart decision money here case receive commission partner however opinion char,0.8625,Positive
390,insider expert choose best product service help make smart decision money here case receive commission partner however opinion char,0.8625,Positive
391,u stock finished lower tuesday investor anxiously await interest rate guidance federal reserve policy meeting stock pressure anticipated basispoint rate hik char,-0.2263,Negative
392,sept reuters federal reserve need bring unacceptably high inflation cause jobless rate rise recession inevitable boston fed president susan collins said char,-0.4215,Negative
393,washington sept reuters lack clear progress inflation mean federal reserve need moderately restrictive interest rate reach level th char,0.7351,Positive
394,sydney sept reuters asian share market slid wednesday surging borrowing cost fed fear global recession spooking investor arm safehaven dollar driving char,-0.5859,Negative
395,reuters tumultuous year financial market entering home straight britain battling selfinflicted crisis market pouring u job data determine much im char,-0.6486,Negative
396,chicago oct reuters chicago federal reserve bank president charles evans thursday said u central bank policy rate likely headed spring fed char,0.0,Positive
397,ouagadougou oct reuters thousand mourner gathered burkina fasos capital saturday funeral soldier killed ambush last month triggered country second c char,-0.8625,Negative
398,sept reuters euro zone government bond yield hit new multiyear high u federal reserve joined three european central bank raising rate thursday fed flag char,0.0,Positive
399,dubai sept reuters gulf central bank raised key interest rate wednesday u federal reserve delivered third consecutive threequarter percentage point hike bre char,0.4588,Positive
400,london sept reuters british pound little changed dollar tuesday hovering barely lowest level since ahead expected interest rate hike bank char,0.1761,Positive
401,washington oct reuters u inflation remains stubbornly unacceptably high requiring continued interest rate increase sure begin falling fed governor lisa cook said f char,0.5574,Positive
402,palmerston north new zealand oct reuters dozen calf wait research farm new zealand fed kowbucha punnily named probiotic study show reduces burp char,0.0,Positive
403,orlando fla sept reuters hedge fund slashed record wager rising u interest rate quarter remains seen whether mark turning point hawkis char,0.2732,Positive
404,sept reuters month ago investor worried federal reserve fighting inflation aggressively enough several jumbo rate hike later fear fed plunge econom char,-0.8481,Negative
405,woodbridge va sept reuters festering inflation remains bigger threat economy risk federal reserve rate hike going far causing unnecessary damage effo char,-0.8271,Negative
406,bond market volatility hit level seen great financial crisis volatility starting bleed stock market according ned davis research tuesday note char,0.0,Positive
407,insider expert choose best product service help make smart decision money here case receive commission partner however opinion char,0.8625,Positive
408,insider expert choose best product service help make smart decision money here case receive commission partner however opinion char,0.8625,Positive
409,wharton professor jeremy siegel big issue federal reserve aggressive interest rate hike bid tame inflation worry central bank making biggest mistake char,-0.4404,Negative
410,larry summer said doesnt believe fresh u inflation data due tuesday deter federal reserve staying aggressive interestrate hike former treasury secretary char,-0.193,Negative
411,inflation overstated economic data federal reserve risk making policy mistake doesnt adjust view falling price wharton professor jeremy siegel said char,-0.4689,Negative
412,federal reserve may deliver smaller rate hike investor anticipate november policymakers consider pullback thats sweeping u housing market according pantheon macr char,0.0,Positive
413,fast federal reserve raised interest rate could exact opposite cut rate according jpmorgan thats deep economic recession materializes char,-0.2263,Negative
414,home price across country finally showing sign cooling car furniture could next good news shopper worker looking join great char,0.8481,Positive
415,u stock finished lower thursday sampp sliding twomonth low session treasury yield continued climb following federal reserve latest interest rate increa char,0.128,Positive
416,two southwest airline employee looked passenger fish four month allowed flight airline said twitter thread thursday airline said passenge char,0.0,Positive
417,federal student debt received good news last month president joe biden announced would canceling federal borrower borrower making le char,0.1027,Positive
418,boosting immigration could part solution federal reserve problem try conquer stubborn inflation bill ackman argued twitter thread friday u central bank f char,-0.4939,Negative
419,u stock fell wednesday following sharp gain previous two session fourthquarter trading got underway investor assessing privatesector hiring data came expectation char,0.5267,Positive
420,wall street strategist jim paulsen said federal reserve tightening campaign may close finished inflation already peaked historically good time buy stock char,0.4404,Positive
421,insider expert choose best product service help make smart decision money here case receive commission partner however opinion char,0.8625,Positive
422,happy wednesday reader wednesday isnt many uturns row back week already wouldnt surprised day also changed direction whats recent rout char,0.465,Positive
423,economy pretty well right thats big problem despite soaring interest rate skyhigh inflation outlook thats worsening week u economy keep adding jo char,-0.4367,Negative
424,insider expert choose best product service help make smart decision money here case receive commission partner however opinion char,0.8625,Positive
425,billionaire real estate investor barry sternlicht think fed need slow interest rate hike trajectory economy show sign pressing hard brake fed keep thi char,0.3818,Positive
426,federal reserve risk raising rate high central banker likely ignore falling inflation data see slowdown labor market according bank strategist char,-0.6369,Negative
427,insider expert choose best product service help make smart decision money here case receive commission partner however opinion char,0.8625,Positive
428,world richest man concerned thing getting cheaper elon musk suggested wednesday tweet federal reserve give fight inflation instead pivot w char,0.2023,Positive
429,u dollar grows stronger come expense currency around world dollar getting whole lot stronger back half federal reserv char,0.6369,Positive
430,big short investor danny moses accused federal reserve inflating asset bubble year predicted era easy money offered advice navigating current char,0.4939,Positive
431,federal reserve look le capable sticking soft landing global economy flashing warning could enter earnings recession within next month according analyst f char,-0.3818,Negative
432,federal reserve expected raise key interest rate week unlikely hike basis point massive move would rattle investor already anxious august char,0.25,Positive
433,federal reserve hike interest rate basis point even though would likely spark carnage stock top well fargo strategist said economist expect u centr char,0.7783,Positive
434,eye federal reserve gear another likely basispoint rate hike meeting next week mortgage rate started increasing late august member federal op char,0.0,Positive
435,august cpi data key implication fed next move today im breaking look sharing learned sector best brightest marketwatc char,0.9001,Positive
436,federal reserve signaled stick hawkish monetary policy inflation tamed dominance u dollar also mean u central bank lot damage char,-0.34,Negative
437,financial market may stop tolerating federal reserve tightening cycle rate hike work way economy note blackrock said thursday coming month key char,-0.296,Negative
438,ray dalio repeatedly proclaiming cash trash recent year warmed u dollar view passable investment fact changed ive changed mind char,0.2732,Positive
439,billionaire investor stanley druckenmiller anticipates world largest economy contract next year back federal reserve effort clamp high inflation central char,0.0,Positive
440,federal reserve unlikely attack hot inflation massive rate hike basis point week policy meeting hike big would catch investor guard spark furthe char,-0.296,Negative
441,investor thursday pricing percentage point additional interest rate hike federal reserve last meeting move coming policy maker delivered char,0.4588,Positive
442,insider expert choose best product service help make smart decision money here case receive commission partner however opinion char,0.8625,Positive
443,insider expert choose best product service help make smart decision money here case receive commission partner however opinion char,0.8625,Positive
444,depending ask us battle inflation either going swimmingly dragging economy recession policymakers federal reserve made clear recent week char,-0.4215,Negative
445,u stock closed mixed tuesday sampp hitting new low intraday broad index dow jones industrial average fell sixth day row trading sess char,-0.2732,Negative
446,insider expert choose best product service help make smart decision money here case receive commission partner however opinion char,0.8625,Positive
447,surging dollar strength set last longer federal reserve pivot likely stay table analyst investment bank ubs said u currency appreciated r char,0.7579,Positive
448,u stock plunged friday strongerthanexpected september job report solidified another outsized interest rate hike federal reserve november u economy added char,0.4588,Positive
449,fed forced slow pace rate hike risk sending economy recession causing financial accident well according analyst charles schwab char,-0.836,Negative
450,top economist mohamed elerian warned core inflation still rising u adding market edge federal reserve make another mistake speaking cbs face n char,-0.4019,Negative
451,though briefly dipped early august average year fixed mortgage rate back highest since according freddie mac rate increased char,0.2732,Positive
452,u treasury secretary janet yellen said hopeful federal reserve could achieve soft landing itll take skill luck fed going need great skill also good luc char,0.9337,Positive
453,likely u inflation start cool soon imbalance labor market still need fixed federal reserve succeed goal according top goldman sachs strate char,0.743,Positive
454,china yuan weakened lowest level since july thursday covid lockdown country slowing growth weigh economic outlook offshore currency rate dropped char,-0.3182,Negative
455,insider expert choose best product service help make smart decision money here case receive commission partner however opinion char,0.8625,Positive
