,source,author,title,description,url,urlToImage,publishedAt,content
110,"{'id': 'reuters', 'name': 'Reuters'}",,Russia seen holding rates at 7.5% until year-end as inflation remains elevated - Reuters,"Russia's rate-cutting cycle is over for now, a Reuters poll suggested on Friday, with analysts expecting the central bank to keep its key rate unchanged at 7.5% until the end of 2022, with high inflation and sanctions hampering Russia's economic recovery.",https://www.reuters.com/markets/europe/russia-seen-holding-rates-75-until-year-end-inflation-remains-elevated-2022-09-30/,https://www.reuters.com/resizer/KHkwybZzqQKZveL19KMUBR_M3pA=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/TRFDQZB24VMJHPBVMBDQEH6DSU.jpg,2022-09-30T14:37:00Z,"MOSCOW, Sept 30 (Reuters) - Russia's rate-cutting cycle is over for now, a Reuters poll suggested on Friday, with analysts expecting the central bank to keep its key rate unchanged at 7.5% until the … [+3040 chars]"
111,"{'id': 'business-insider', 'name': 'Business Insider'}",insider@insider.com (Alistair Barr),Microsoft executive says the economic environment is 'arguably the most uncertain we've seen in decades',"Executives from Microsoft, Qualcomm, Dell, and Western Digital shared sobering views on the economy, but no one is freaking out.",https://www.businessinsider.com/view-from-inside-goldman-sachs-biggest-ever-technology-conference-2022-9,https://i.insider.com/631fca6c89d2b3001894c38a?width=1200&format=jpeg,2022-09-15T15:14:06Z,"At the end of the first day of the Goldman Sachs Communacopia + Technology Conference, I met one of my oldest and best sources at the bar of the Palace Hotel in San Francisco. 
""It's been a shitty y… [+4407 chars]"
112,"{'id': 'business-insider', 'name': 'Business Insider'}","bwinck@businessinsider.com (Ben Winck,Madison Hoff)",It sure doesn't feel like a recession is coming. That's upping the odds of a nasty 2023 downturn.,Friday's jobs report puts the Fed in a position where its best course of action will lead to more economic pain.,https://www.businessinsider.com/jobs-recession-outlook-fed-interest-rates-inflation-labor-market-forecast-2022-10,https://i.insider.com/62fa98cef16a0d0018e694f5?width=1200&format=jpeg,2022-10-08T12:35:00Z,"The economy is doing pretty well right now. That's a big problem.
Despite soaring interest rates, sky-high inflation, and an outlook that's worsening by the week, the US economy just keeps adding jo… [+4284 chars]"
113,"{'id': 'reuters', 'name': 'Reuters'}",,"Recruiter SThree sees annual profit above estimates on science, tech job demand - Reuters","British recruiting firm SThree Plc <a href=""https://www.reuters.com/companies/STEMS.L"" target=""_blank"">(STEMS.L)</a> forecast a higher-than-expected annual profit on Tuesday, helped by continued demand for hiring in the science, technology and related sectors.",https://www.reuters.com/business/recruiter-sthree-sees-annual-profit-topping-expectations-2022-09-20/,https://www.reuters.com/resizer/ryH6xF1CzHReNp3FOv_3HbUxjOs=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/GYB5DX7BC5JCJFXCQ3VBVL2UQM.jpg,2022-09-20T06:31:00Z,"Sept 20 (Reuters) - British recruiting firm SThree Plc (STEMS.L) forecast a higher-than-expected annual profit on Tuesday, helped by continued demand for hiring in the science, technology and related… [+1278 chars]"
114,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Why south India outperforms the north,What are the consequences of southern India outperforming the rest of the country?,https://www.bbc.co.uk/news/world-asia-india-62951951,https://ichef.bbci.co.uk/news/1024/branded_news/48B1/production/_126790681_doctors.jpg,2022-09-20T23:22:55Z,"Data shows that southern Indian states outperform the rest of the country in health, education and economic opportunities. But what are the consequences of this phenomenon? Nilakantan R, a data scien… [+5882 chars]"
115,"{'id': 'business-insider', 'name': 'Business Insider'}",mfox@businessinsider.com (Matthew Fox),Wharton Professor Jeremy Siegel says he's disturbed by the Fed's groupthink as there are no members who have dissented with Powell's hawkishness,"""Their talking points are getting them into the feeling that the only thing we have to do now is kill inflation no matter what the costs,"" Siegel said.",https://markets.businessinsider.com/news/bonds/jeremy-siegel-inflation-fed-powell-group-think-hawkish-monetary-policy-2022-10,https://i.insider.com/631229253fe7c40019e50c3b?width=1200&format=jpeg,2022-10-05T14:08:34Z,"Wharton professor Jeremy Siegel is disturbed by the apparent lack of diversity in thought at the Federal Reserve, and it could lead to big market problems down the road.
Siegel has not been shy in v… [+2545 chars]"
116,"{'id': 'business-insider', 'name': 'Business Insider'}",jsor@insider.com (Jennifer Sor),"The odds of the Fed sticking a soft landing are falling, and the global economy may enter an earnings recession in the next few months, Charles Schwab says","""The problem with an aggressive Fed is that its moves could push an already slowing economy into recession,"" analysts from Charles Schwab warned.",https://markets.businessinsider.com/news/stocks/fed-soft-landing-hard-recession-earnings-headwind-stocks-fall-prices-2022-9,https://i.insider.com/63288177edbe7f00190ecdcd?width=1200&format=jpeg,2022-09-19T15:44:12Z,"The Federal Reserve looks less capable of sticking a soft landing, and the global economy is flashing warnings it could enter an earnings recession within the next few months, according to analysts f… [+2276 chars]"
117,"{'id': 'business-insider', 'name': 'Business Insider'}",mfox@businessinsider.com (Matthew Fox),"The Fed will save the stock market and cut interest rates if a deep recession occurs next year, JPMorgan says","""We believe that the Fed would be cutting rates by more than is currently priced in for 2023, thus backstopping equity markets,"" JPMorgan said.",https://markets.businessinsider.com/news/stocks/stock-market-outlook-fed-save-markets-rate-cuts-deep-recession-2022-9,https://i.insider.com/626fd7cb0983640018c0a479?width=1200&format=jpeg,2022-09-21T14:49:15Z,"Just as fast as the Federal Reserve raised interest rates in 2022, they could do the exact opposite in 2023 and cut rates, according to JPMorgan.
That's if a deep economic recession materializes and… [+2464 chars]"
118,"{'id': 'reuters', 'name': 'Reuters'}",,UK business activity slides in Sept by most since early 2021 -PMI - Reuters.com,"British businesses last month suffered the sharpest contraction in activity since early last year, although the downturn was a little less severe than first estimated, a survey showed on Wednesday.",https://www.reuters.com/markets/europe/uk-business-activity-slides-sept-by-most-since-early-2021-pmi-2022-10-05/,https://www.reuters.com/resizer/4OprHtYXSBFLF31rYBVHqTJ9RaQ=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/NAOQG4AH7FIQ3NPQ5ZYYFA36CY.jpg,2022-10-05T08:35:00Z,"LONDON, Oct 5 (Reuters) - British businesses last month suffered the sharpest contraction in activity since early last year, although the downturn was a little less severe than first estimated, a sur… [+1703 chars]"
119,"{'id': 'reuters', 'name': 'Reuters'}",,JPMorgan CEO Dimon warns of recession in 6 to 9 months - CNBC - Reuters,"JPMorgan Chase & Co <a href=""https://www.reuters.com/companies/JPM.N"" target=""_blank"">(JPM.N)</a> Chief Executive Jamie Dimon said on Monday the United States and the global economy could tip into a recession by the middle of the next year, CNBC reported on M…",https://www.reuters.com/markets/us/jpmorgan-ceo-dimon-warns-recession-6-9-months-cnbc-2022-10-10/,https://www.reuters.com/resizer/uiomnuBjdGUfDcTyojOMFfFsqrY=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/EKLHIVMEDROLDGKWYU5QOHXBVM.jpg,2022-10-10T16:55:00Z,"Oct 10 (Reuters) - JPMorgan Chase &amp; Co (JPM.N) Chief Executive Jamie Dimon said on Monday the United States and the global economy could tip into a recession by the middle of the next year, CNBC … [+1492 chars]"
120,"{'id': 'reuters', 'name': 'Reuters'}",,Barclays forecasts contraction in fourth quarter for major economies - Reuters,"Global growth is heading for an ""increasingly synchronous downturn"", economists at Barclays said on Thursday, citing a deepening energy crisis in Europe, continued lockdowns in China and tightening financing conditions across economies.",https://www.reuters.com/markets/europe/barclays-forecasts-contraction-fourth-quarter-major-economies-2022-09-15/,https://www.reuters.com/resizer/ZGwYfFcz6fucSoGhTNHTP2LcDZs=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/F2E4QNXIYRIUBBNJ5L7WMAJB2U.jpg,2022-09-15T14:19:00Z,"Sept 15 (Reuters) - Global growth is heading for an ""increasingly synchronous downturn"", economists at Barclays said on Thursday, citing a deepening energy crisis in Europe, continued lockdowns in Ch… [+1615 chars]"
121,"{'id': 'reuters', 'name': 'Reuters'}",,Hedge funds suffer $32 bln of outflows in Q2 -data - Reuters.com,"Investors pulled $32 billion from hedge funds in the second quarter of 2022, spooked by inflation, geopolitical tensions and the war in Ukraine, according to a report from data provider Preqin.",https://www.reuters.com/markets/europe/hedge-funds-suffer-32-bln-outflows-q2-data-2022-10-05/,https://www.reuters.com/resizer/pYI6gjUACeQFDaFPx8VLYP5mhIU=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/5L6OUE6U6ZMGTLAG45HPVGST3E.jpg,2022-10-05T08:50:00Z,"Oct 5 (Reuters) - Investors pulled $32 billion from hedge funds in the second quarter of 2022, spooked by inflation, geopolitical tensions and the war in Ukraine, according to a report from data prov… [+1915 chars]"
122,"{'id': 'business-insider', 'name': 'Business Insider'}",jsor@insider.com (Jennifer Sor),'Dr. Doom' Nouriel Roubini says a debt crisis is already here and a hard landing before year end is now the baseline scenario,"Signs are flashing that debt crisis has already materialized and markets will be throttled by a hard landing soon, Nouriel Roubini said.",https://markets.businessinsider.com/news/stocks/dr-doom-nouriel-roubini-recession-prediction-debt-inflation-crisis-stagflation-2022-10,https://i.insider.com/633aee1d4d423e0018201446?width=1200&format=jpeg,2022-10-03T15:05:51Z,"There are signs that a debt crisis has already started taking shape, and a hard landing of the economy before the end of the year is now the baseline scenario, according to top economist Nouriel Roub… [+2233 chars]"
123,"{'id': 'reuters', 'name': 'Reuters'}",,Turkey's cenbank shocks again with 100-point rate cut - Reuters,"Turkey's central bank delivered another surprise interest rate cut on Thursday, by 100 points to 12%, sending the lira to an all-time low, even as inflation rose above 80% and as central banks globally race in the other direction to tighten policy.",https://www.reuters.com/world/middle-east/turkeys-cenbank-shocks-again-with-100-point-rate-cut-2022-09-22/,https://www.reuters.com/resizer/LcgjfvBIWNeHYy9TMG7p6oM11cw=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/SPTPJXMOUVLIPJPFHI4SIPHMHQ.jpg,2022-09-22T11:48:00Z,"ISTANBUL, Sept 22 (Reuters) - Turkey's central bank delivered another surprise interest rate cut on Thursday, by 100 points to 12%, sending the lira to an all-time low, even as inflation rose above 8… [+2739 chars]"
124,"{'id': 'business-insider', 'name': 'Business Insider'}",prosen@insider.com (Phil Rosen),"There's now a 98% chance of a global recession - which signals a severe downturn and more downside risk for stocks, research group says",The only other times the indicator has been this high was during the pandemic downturn of 2020 and in the Great Financial Crisis of 2008-2009.,https://markets.businessinsider.com/news/stocks/severe-global-recession-2023-warning-downside-risk-stocks-ned-davis-2022-9,https://i.insider.com/6332ed938345c90018de0ae4?width=1200&format=jpeg,2022-09-27T13:19:43Z,"Data suggests the global economy is already in a moderate slowdown but the odds of a severe recession are climbing, and that presents downside risks to equities for the year ahead, according to Ned D… [+1858 chars]"
125,"{'id': 'business-insider', 'name': 'Business Insider'}",mfox@businessinsider.com (Matthew Fox),Turkish Lira hits record low after the country's central bank moves forward with another rate cut despite soaring inflation,"The lira is down nearly 30% year-to-date relative to the US dollar, and is down about 70% over the past three years.",https://markets.businessinsider.com/news/currencies/turkish-lira-vs-dollar-record-low-central-bank-rates-inflation-2022-9,https://i.insider.com/632c5bcff576c60018fc3285?width=1200&format=jpeg,2022-09-22T14:27:56Z,"Turkey's lira fell to a record low against the US dollar on Thursday after the country's central bank cut interest rates despite soaring inflation.
The lira hit a record low of 18.41 versus the doll… [+2423 chars]"
126,"{'id': 'reuters', 'name': 'Reuters'}",,Indian banks see bad loans falling to decade low of 4% by FY24 end - Reuters,"Indian banks are likely to see a 90 basis points fall in gross non-performing assets (NPAs) to 5% in this fiscal year to March and further improve to 4% by end of March 2024, rating agency Crisil said on Wednesday.",https://www.reuters.com/business/finance/indian-banks-see-bad-loans-falling-decade-low-4-by-fy24-end-2022-09-21/,https://www.reuters.com/resizer/17N7QI7nqXa5v4ysCTleqQhq7uo=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/2LGET4IBJ5IIRLYWXPT34W5NG4.jpg,2022-09-21T07:33:00Z,"MUMBAI, Sept 21 (Reuters) - Indian banks are likely to see a 90 basis points fall in gross non-performing assets (NPAs) to 5% in this fiscal year to March and further improve to 4% by end of March 20… [+2081 chars]"
127,"{'id': 'reuters', 'name': 'Reuters'}",,UK businesses most downbeat about profits since Q4 2020 - BCC - Reuters,"British companies are the most downbeat about the outlook for their profits since the depths of the COVID-19 pandemic in late 2020 despite widespread plans to raise prices, a major survey showed on Thursday, adding to signs of gloom about the economy.",https://www.reuters.com/markets/europe/uk-businesses-most-downbeat-about-profits-since-q4-2020-bcc-2022-10-06/,https://www.reuters.com/resizer/oki1o2Tdd15DWKJVkaFw12jgDmA=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/LBGLDR7KO5O2ZGI47GIYAOAF24.jpg,2022-10-06T21:36:00Z,"LONDON, Oct 6 (Reuters) - British companies are the most downbeat about the outlook for their profits since the depths of the COVID-19 pandemic in late 2020 despite widespread plans to raise prices, … [+1942 chars]"
128,"{'id': 'reuters', 'name': 'Reuters'}",,"Oil climbs, Asian shares mixed as holiday-heavy week gets underway - Reuters","Oil jumped on Monday as OPEC+ considers a cut to output this week, while Asia shares were mixed with holidays in the Asia-Pacific region likely to result in thin trading.",https://www.reuters.com/markets/europe/global-markets-wrapup-1-2022-10-03/,https://www.reuters.com/resizer/uVoQ4TpafF0IMopjp8JUwU8UV4I=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/KAF3JZRN4BO7RPAZ3D5S7HZNS4.jpg,2022-10-03T03:08:00Z,"TOKYO, Oct 3 (Reuters) - Oil jumped on Monday as OPEC+ considers a cut to output this week, while Asia shares were mixed with holidays in the Asia-Pacific region likely to result in thin trading.
U.… [+2006 chars]"
129,"{'id': 'reuters', 'name': 'Reuters'}",,Euro zone factory activity declined again in Sept as energy bills bite -PMI - Reuters,"Manufacturing activity across the euro zone declined further last month as a growing cost of living crisis kept consumers wary while soaring energy bills limited production, a survey showed on Monday.",https://www.reuters.com/markets/europe/euro-zone-factory-activity-declined-again-sept-energy-bills-bite-pmi-2022-10-03/,https://www.reuters.com/resizer/ghxILof9ZMTUNF6Ql1SEZSRMXPI=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/QVMIRHICVBNL5HGCLRINMWYGZI.jpg,2022-10-03T08:04:00Z,"LONDON, Oct 3 (Reuters) - Manufacturing activity across the euro zone declined further last month as a growing cost of living crisis kept consumers wary while soaring energy bills limited production,… [+2029 chars]"
130,"{'id': 'reuters', 'name': 'Reuters'}",,Tracking China's slowdown - Reuters,A look at the day ahead in Asian markets from Jamie McGeever,https://www.reuters.com/markets/europe/global-markets-view-asia-graphic-2022-09-15/,https://www.reuters.com/resizer/mlV6yWIILonlHUb87BQwHfPCs1I=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/ZQZTYZTAA5PMPJ5BI6V2KFGHSM.jpg,2022-09-15T20:03:00Z,"Sept 15 (Reuters) - A look at the day ahead in Asian markets from Jamie McGeever
Another day, another surge in U.S. bonds yields, and another sell-off on global markets. On top of that, Asian market… [+2186 chars]"
131,"{'id': 'business-insider', 'name': 'Business Insider'}",mfox@businessinsider.com (Matthew Fox),Wharton professor Jeremy Siegel says predictions of a lost decade in the stock market are unfounded and 6% annual returns are likely after inflation,"""To try to time short-runs, even if you get out before the bottom, it's getting back in that's the hardest part,"" Siegel said.",https://markets.businessinsider.com/news/stocks/stock-market-outlook-jeremy-siegel-lost-decade-predictions-are-wrong-2022-9,https://i.insider.com/62f3ea18cc15bf00182fcbf4?width=1200&format=jpeg,2022-09-30T14:59:52Z,"From Stanley Druckenmiller to Ray Dalio, there's a growing chorus on Wall Street that thinks the stock market is about to embark on a ""lost decade,"" in which returns are virtually flat, similar to th… [+3387 chars]"
132,"{'id': 'business-insider', 'name': 'Business Insider'}",tmohamed@businessinsider.com (Theron Mohamed),Nobel laureate Paul Krugman predicts a housing-market slump and an exports decline - and suggests the Fed has already done enough to conquer inflation,"The veteran economist warned against further interest-rate hikes, as he expects a housing slowdown and a drop in exports to weigh on domestic growth.",https://markets.businessinsider.com/news/stocks/paul-krugman-nobel-prize-house-prices-exports-inflation-fed-rates-2022-10,https://i.insider.com/5fa404511df1d5001821902b?width=1200&format=jpeg,2022-10-10T16:12:03Z,"The US economy is set to suffer a painful housing-market downturn and a material drop in exports, and that likely means the Federal Reserve has already done enough to conquer inflation, Paul Krugman … [+3244 chars]"
133,"{'id': 'reuters', 'name': 'Reuters'}",,"Long outliers, even euro zone bond curves are inverting fast - Reuters.com","As central banks hike interest rates at a pace not seen in decades to control inflation, the alarm among bond investors over looming recession risks is spreading fast.",https://www.reuters.com/markets/europe/long-outliers-even-euro-zone-bond-curves-are-inverting-fast-2022-09-23/,https://www.reuters.com/resizer/o3UNQjeqdRGOXnkIqtRuY7EG614=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/FZCQRGJLVFJ57ILQY7FKAUSSQU.jpg,2022-09-23T13:09:00Z,"Sept 23 (Reuters) - As central banks hike interest rates at a pace not seen in decades to control inflation, the alarm among bond investors over looming recession risks is spreading fast.
This week … [+4509 chars]"
134,"{'id': 'reuters', 'name': 'Reuters'}",,Column: Get used to Wall Street's churn and mini-cycles - Reuters,"The whiplash on Wall Street following the latest U.S. inflation figures should be a warning to investors: get used to it, because there will be plenty more in the months ahead.",https://www.reuters.com/markets/europe/get-used-wall-streets-churn-mini-cycles-2022-09-14/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=109,2022-09-14T15:35:00Z,"ORLANDO, Fla., Sept 14 (Reuters) - The whiplash on Wall Street following the latest U.S. inflation figures should be a warning to investors: get used to it, because there will be plenty more in the m… [+5368 chars]"
135,"{'id': 'reuters', 'name': 'Reuters'}",,Factbox: Ticking bomb: The risks the IMF sees to financial stability - Reuters,"The International Monetary Fund warned on Tuesday of a disorderly repricing in markets, saying global financial stability risks have increased, raising the potential of contagion and spillovers of stress between markets.",https://www.reuters.com/markets/us/ticking-bomb-risks-imf-sees-financial-stability-2022-10-11/,https://www.reuters.com/resizer/6Z0ukhG7Ij21sQsKrR8hyIVMQt4=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/UIY7N6H5AJI7VL5CLVRFYBQMXE.jpg,2022-10-11T19:01:00Z,"Oct 11 (Reuters) - The International Monetary Fund warned on Tuesday of a disorderly repricing in markets, saying global financial stability risks have increased, raising the potential of contagion a… [+3338 chars]"
136,"{'id': 'business-insider', 'name': 'Business Insider'}",ztayeb@businessinsider.com (Zahra Tayeb),"US inflation has peaked, but the labor gap must narrow for the Fed to pull off a soft landing: Goldman Sachs strategist","Job openings are outstripping people wanting work by two-to-one. This gap needs to narrow if the Fed is to achieve a soft landing, Tim Moe said.",https://markets.businessinsider.com/news/stocks/inflation-peak-fed-labor-market-jobs-soft-landing-goldman-sachs-2022-9,https://i.insider.com/6280c56e9147a30018b47be9?width=1200&format=jpeg,2022-09-12T13:00:59Z,"It's likely US inflation will start to cool soon, but an imbalance in the labor market still needs to be fixed for the Federal Reserve to succeed in its goals, according to a top Goldman Sachs strate… [+2519 chars]"
137,"{'id': 'reuters', 'name': 'Reuters'}",,Rising interest rates only a mild snag in climate battle - Reuters,"Rising interest rates present no significant barrier to the world's transition to net zero emissions by 2050 despite the high levels of investment in green energy needed, according to a strong majority of climate economists polled by Reuters.",https://www.reuters.com/business/environment/rising-interest-rates-only-mild-snag-climate-battle-2022-09-28/,https://www.reuters.com/resizer/heJuNQTrYMdHoDPdyjGJctneJZ8=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/XKYWN57ILVJQZC3BZS2MNPNLGU.jpg,2022-09-28T01:21:00Z,"BENGALURU, Sept 28 (Reuters) - Rising interest rates present no significant barrier to the world's transition to net zero emissions by 2050 despite the high levels of investment in green energy neede… [+4942 chars]"
138,"{'id': 'reuters', 'name': 'Reuters'}",,"Europe sows seeds for sustainable farming revolution, but will they grow? - Reuters.com","The clock is ticking. By 2030 – just eight harvests away ‒ the European Union aims to have made big inroads into cutting greenhouse gas emissions from agriculture, and be transforming today’s extractive and homogenous food system into a sustainable one.",https://www.reuters.com/business/sustainable-business/europe-sows-seeds-sustainable-farming-revolution-will-they-grow-2022-09-16/,https://www.reuters.com/resizer/CnaZ3-EV9c-8mtZMzkWuk1adCCw=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/IMVIGYH6FVJLZMZM4IARSEN3KU.jpg,2022-09-16T14:48:00Z,"September 16 - The clock is ticking. By 2030 just eight harvests away the European Union aims to have made big inroads into cutting greenhouse gas emissions from agriculture, and be transforming toda… [+11281 chars]"
139,"{'id': 'business-insider', 'name': 'Business Insider'}",bwinck@businessinsider.com (Ben Winck),The Fed is dragging the US into a recession to cool surging prices. Most Americans expect inflation to die down on its own.,The Fed has cited fears of higher inflation expectations as a reason for its huge rate hikes. Yet expectations have been falling since the spring.,https://www.businessinsider.com/fed-inflation-recession-outlook-price-growth-expectations-anchored-interest-rates-2022-9,https://i.insider.com/61bb5727169ac700183f20b8?width=1200&format=jpeg,2022-09-27T19:07:34Z,"Depending on who you ask, the US's battle against inflation is either going swimmingly or dragging the economy into a recession.
Policymakers at the Federal Reserve have made it clear in recent week… [+4247 chars]"
140,"{'id': 'reuters', 'name': 'Reuters'}",,Expect pursuit of more criminal cases in the name of environmental justice - Reuters,The topic of environmental crimes typically conjures up images of the illegal dumping of pollutants or the taking of an endangered species. While the Department of Justice (DOJ) and the Environmental Protection Agency (EPA) have a solid track record in pursui…,https://www.reuters.com/legal/legalindustry/expect-pursuit-more-criminal-cases-name-environmental-justice-2022-10-04/,https://www.reuters.com/resizer/vpzq4SdeWZiJX8hwy6Iq0cZwHQ8=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/3Z24BLQEDBCOHE7YO5SMSMYRIE.JPG,2022-10-04T16:28:00Z,"October 4, 2022 - The topic of environmental crimes typically conjures up images of the illegal dumping of pollutants or the taking of an endangered species. While the Department of Justice (DOJ) and… [+10505 chars]"
141,"{'id': 'business-insider', 'name': 'Business Insider'}",mfox@businessinsider.com (Matthew Fox),The 10-year US Treasury yield just hit its highest level since 2011 ahead of the Fed's rate hike decision,Fairlead's Katie Stockton said a decisive breakout above 3.50% for the 10-year US Treasury yield suggests a surge to 4% is imminent.,https://markets.businessinsider.com/news/bonds/10-year-treasury-yield-highest-level-since-200-federal-reserve-2022-9,https://i.insider.com/611d60e0348087001967f898?width=1200&format=jpeg,2022-09-19T16:48:36Z,"The 10-year US Treasury Yield surged to its highest level in more than a decade on Monday, one day ahead of the Federal Reserve's FOMC meeting.
The 10-year yield hit a high of 3.51%, rising as much … [+2033 chars]"
142,"{'id': 'business-insider', 'name': 'Business Insider'}",mfox@businessinsider.com (Matthew Fox),One of Wall Street's biggest bulls is losing conviction on the stock market as the risk of a Fed policy error rises,"""The likelihood of central banks committing a policy mistake with negative global consequences has increased,"" JPMorgan said.",https://markets.businessinsider.com/news/stocks/stock-market-outlook-wall-street-bull-marko-kolanovic-fed-mistake-2022-9,https://i.insider.com/6092ef7ef22c6b00185dc3ae?width=1200&format=jpeg,2022-10-01T12:15:00Z,"JPMorgan's Marko Kolanovic has been a steadfast bull throughout the stock market's more than 20% decline this year, but now some big risks are forming that he can't ignore.
In a Friday note, he admi… [+3133 chars]"
143,"{'id': 'business-insider', 'name': 'Business Insider'}",ztayeb@businessinsider.com (Zahra Tayeb),"Billionaire 'Bond King' Jeff Gundlach says it's time to get more bearish on US stocks, as the risk of deflation is much higher now","Billionaire investor Jeff Gundlach has been neutral on US stocks, but told CNBC he's looking for a target of about 3,000 on the S&P 500  — a decline of 20% on current levels.",https://markets.businessinsider.com/news/stocks/inflation-fed-stocks-jeff-gundlach-treasurys-deflation-risk-rate-hike-2022-9,https://i.insider.com/60f16caebb790e0018207eea?width=1200&format=jpeg,2022-09-14T10:56:33Z,"Billionaire investor Jeff Gundlach believes it's time for investors to become more bearish on US stocks given the risk of deflation next year is increasing.
The DoubleLine Capital CEO whose nickname… [+2779 chars]"
144,"{'id': 'business-insider', 'name': 'Business Insider'}",hbullock@insider.com (Hallam Bullock),European power companies are staring down $1 trillion in payments. Top experts explain why this might not be a Lehman moment for Europe.,"Soaring power prices in Europe have put mounting pressure on utility companies, and they now face $1 trillion in payments that could lead to bankruptcies.",https://www.businessinsider.com/europes-energy-crisis-lehman-brothers-economy-markets-russia-gas-experts-2022-9,https://i.insider.com/631b93050a329a0011e3bab5?width=1200&format=jpeg,2022-09-12T10:10:00Z,"Welcome back, readers. I'm Phil Rosen. 
You may have read recent comparisons between Europe's energy crisis and the Lehman Brothers collapse. 
Two experts told me this weekend that the analogy is o… [+5370 chars]"
145,"{'id': 'reuters', 'name': 'Reuters'}",,Goldman hikes third-quarter GDP growth estimate to 1.9% | Reuters,"Goldman Sachs boosted its third-quarter GDP growth estimate by a full percentage point, to 1.9% from 0.9%, on Wednesday after a series of economic indicators exceeded expectations.",https://www.reuters.com/markets/us/goldman-hikes-third-quarter-gdp-growth-estimate-19-2022-10-05/,https://www.reuters.com/resizer/XqoNb4l10KjhXSPMFRg3kZlz3hI=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/6T5CDFBJZFJX7IWSLZAUGNUXSU.jpg,2022-10-05T18:53:25Z,"NEW YORK, Oct 5 (Reuters) - Goldman Sachs boosted its third-quarter GDP growth estimate by a full percentage point, to 1.9% from 0.9%, on Wednesday after a series of economic indicators exceeded expe… [+1263 chars]"
146,"{'id': 'reuters', 'name': 'Reuters'}",,"Analysis: Credit markets see less risk of recession, earnings may challenge that | Reuters","U.S. high-yield corporate debt markets may be underpricing for the risk of a recession even as Treasuries and macroeconomic indicators reflect rising growth fears, but that may be tested soon with corporate earnings projected to worsen.",https://www.reuters.com/markets/us/credit-markets-see-less-risk-recession-earnings-may-challenge-that-2022-09-23/,https://www.reuters.com/resizer/05Q4u9I3YbXZXw6RT2e_6FA_5sw=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/T5734EDOI5NNDK6UDM4O37B6UM.jpg,2022-09-23T13:29:23Z,"Sept 23 (Reuters) - U.S. high-yield corporate debt markets may be underpricing for the risk of a recession even as Treasuries and macroeconomic indicators reflect rising growth fears, but that may be… [+4710 chars]"
147,"{'id': 'reuters', 'name': 'Reuters'}",,Pace of rate hikes in India should be calibrated from here on: cenbank official | Reuters,"The pace of interest rate increases should be calibrated from here on to ensure economic recovery in India does not stall as the central bank tries to bring inflation within its tolerance band, monetary policy committee member Ashima Goyal said.",https://www.reuters.com/markets/asia/pace-rate-hikes-india-should-be-calibrated-here-cenbank-official-2022-09-13/,https://www.reuters.com/resizer/pN2x9t3Ngb4m-w4uVK_4rkZdY4o=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/QBUGYMDBAJP4NEX63CROBEUXTI.jpg,2022-09-13T13:02:43Z,"MUMBAI, Sept 13 (Reuters) - The pace of interest rate increases should be calibrated from here on to ensure economic recovery in India does not stall as the central bank tries to bring inflation with… [+2530 chars]"
